Model,Sentence,Sentiment,published_time
VADER,"The Israeli airstrikes were triggered by a large-scale Hamas attack on Israeli military targets and towns on Oct. 7, which has so far killed at least 1,300 people in Israel.(Photo: Xinhua)US Achilles' heelIsrael's continued military operation is also bogging the US down with regard to military involvement in the Middle East.",negative,2023-10-22
VADER,"The Pentagon said on Saturday that the US will send a Terminal High Altitude Area Defense (THAAD) system and an additional Patriot air defense missile system battalion to the Middle East, in response to recent attacks on US troops in the region.",negative,2023-10-22
VADER,A US official told the CNN that a US warship shot down more than a dozen drones and four cruise missiles fired by Yemen's Houthi rebel militia between 19 and 20 October. ,negative,2023-10-22
VADER,"The US has sent a significant amount of naval power to the Middle East, including two aircraft carriers, their support ships and about 2,000 marines. ",positive,2023-10-22
VADER,"An escalation of the Palestine-Israel conflict is not what Washington desires as it is not in line with its interests, moreover, the US will inevitably have to get involved if tensions increase, Li said, adding that ""the more military presence the US has in the region, the higher the chance is that the US will be targeted and therefore drawn into the crisis.",negative,2023-10-22
VADER,"""Biden and his top aides have been urging Israeli leaders against carrying out any major strike against Hezbollah that could draw it into the current conflict, The New York Times reported on Friday.",negative,2023-10-22
VADER,"The report said that US officials believe Israel would struggle in a two-front war in both its south and north, and that such a conflict could draw in both the US and Iran.",negative,2023-10-22
VADER,"Tian, however, believes the US is already involved, citing that it has downed drones and missiles fired from Yemen.",negative,2023-10-22
VADER,"""The US is now pivoting its strategic emphasis from the Middle East to Asia-Pacific.",neutral,2023-10-22
VADER,"However, if the Palestine-Israel conflict escalates, the US will become bogged down deeper in another Middle East crisis,"" Tian said.",negative,2023-10-22
VADER,"Tian described Israel as the Achilles' heel of US foreign diplomacy, as ""it always disrupts the US' planned deployments, but the US' hands are tied on this issue.""",neutral,2023-10-22
VADER,"Chinese mainland tax authorities have conducted tax inspections on key enterprises of Foxconn in Guangdong and Jiangsu provinces, among other places, in accordance with the law.",neutral,2023-10-22
VADER,"The natural resources department has also conducted on-site investigations into the land use of key enterprises of Foxconn in Henan and Hubei provinces, the Global Times has learned exclusively from sources on Sunday. ",positive,2023-10-22
VADER,Foxconn is a Taiwan-headquartered company known globally for making Apple products including iPhones.,neutral,2023-10-22
VADER,"The company's founder, Terry Gou, announced in August that he would be running as a candidate in the 2024 elections of Taiwan's regional leader.",neutral,2023-10-22
VADER,"He then resigned from his seat on the board of Foxconn. Analysts from both sides of the Taiwan Straits said that although Gou shows similar political stance with Kuomintang (KMT), the main opposition party in the island, his act of running for the elections is likely to further divide the island's opposition camp, and this will in the end favor secessionist ruling Democratic Progressive Party's candidate Lai Ching-te.",positive,2023-10-22
VADER,"Many within the island suspect that the reason why Foxconn is being investigated is because Gou's running for the elections, but Chinese mainland experts said the investigation is normal and legitimate, as any company goes through tax inspections.",negative,2023-10-22
VADER,"The investigation is normal, but it may impact the elections, said experts, noting that if the secessionists who seek ""Taiwan independence"" win the elections, that would be a huge disaster to the peace and stability of the region, and the Chinese people of both sides of the Taiwan Straits, including the ones in the business circle, should work together to prevent disaster from happening. ",positive,2023-10-22
VADER,"According to media reports, a spokesperson from the Hon Hai Technology Group told the Taiwan Stock Exchange Corporation that compliance with the law and regulations is the fundamental principle for the group operating worldwide, and it will actively cooperate with relevant departments in their inspections. 

",positive,2023-10-22
VADER,"Former Foxconn Founder Terry Gou gannounced that he will run for president of Taiwan as an independent candidate on August 28, 2023.Photo: AFPA normal actConducting tax inspections and investigating land use situations of domestic enterprises in China are normal market supervision activities, which are reasonable and legal.",positive,2023-10-22
VADER,"Enterprises of Foxconn have the obligation to cooperate and jointly maintain market order, and should be ready to correct their mistakes if any violations are found, Zhang Wensheng, deputy dean of the Taiwan Research Institute at Xiamen University, told the Global Times.",negative,2023-10-22
VADER,Zhang noted that the mainland has always welcomed Taiwan-funded enterprises to invest in the mainland and protected their legal interests.,positive,2023-10-22
VADER,"In recent years, relevant departments have provided preferential measures to Taiwan-funded enterprises, encouraging them to share the mainland's development opportunities.",positive,2023-10-22
VADER,Enterprises from the island that have come to invest and establish factories in the mainland have indeed enjoyed the dividends of peaceful development. ,positive,2023-10-22
VADER,"As a leading company from Taiwan, Foxconn has achieved significant profits and expanded its presence in the mainland.",positive,2023-10-22
VADER,"Its subsidiary, Foxconn Industrial Internet Co Ltd, has been listed on the A-share market, contributing to its parent company, Hon Hai Technology Group, said Zhang.",neutral,2023-10-22
