Model,Sentence,Sentiment,published_time
VADER,"According to Josep Borrell, EU's High Representative for Foreign Affairs and Security Policy, the package comprises sanctions against 351 members of the Russian State Duma (lower house of the country's Federal Assembly) who voted to recognize the two regions.",positive,2022-02-23
VADER,"The EU will also ""target 27 individuals and entities who are playing a role in undermining or threatening Ukraine's territorial integrity, sovereignty and independence,"" he said.",negative,2022-02-23
VADER,"Furthermore, the sanctions aim to target the Russian state's ability to access the EU's capital and financial markets and services.",positive,2022-02-23
VADER,"""If",neutral,2022-02-23
VADER,"Russia continues to escalate this crisis that it has created, we are ready to take further action in response,"" von der Leyen said.",negative,2022-02-23
VADER,"On the controversial Russia-Germany Nord Stream 2 gas pipeline, von der Leyen said she believed that the German government was ""absolutely right"" to stop the project, which must be assessed in light of the security of energy supply for all of Europe.",positive,2022-02-23
VADER,"""This crisis shows that Europe is still too dependent on Russian gas.",negative,2022-02-23
VADER,We have to diversify our suppliers and massively invest in renewables.,neutral,2022-02-23
VADER,"This is a strategic investment in our energy independence,"" she said.",positive,2022-02-23
VADER,The conflict in eastern Ukraine began in April 2014 with fightings between the Ukrainian government troops and local armed groups who seized several towns.,negative,2022-02-23
VADER,"With the mediation of the global community, the two sides in Belarus' capital of Minsk reached ceasefire agreements in September 2014 and February 2015 respectively.",positive,2022-02-23
VADER,Russia has been seeking NATO's guarantee to halt eastward expansion.,positive,2022-02-23
VADER,"However, U.S. President Joe Biden's administration took a hard line against Russia, supporting Ukraine's efforts to join the U.S.-led military alliance and increasing its military assistance to Ukraine, which has re-escalated tensions in the region.",positive,2022-02-23
VADER,"The situation in eastern Ukraine has been getting worse since Feb. 17, as the Ukrainian government and local armed groups blamed each other for launching aggressive bombards.",negative,2022-02-23
VADER," The Russian Federation Council, or the upper house of parliament, on Tuesday approved Russian President Vladimir Putin's request for the use of military abroad.",positive,2022-02-23
VADER,"""Senators unanimously supported the adoption of the relevant Resolution,"" said a statement published on the website of the Federation Council.",positive,2022-02-23
VADER,"Putin on Tuesday submitted a proposal that the Federation Council approve a resolution authorizing the use of the Armed Forces of the Russian Federation abroad on the basis of the generally accepted principles and norms of international law, according to the Kremlin.",positive,2022-02-23
VADER,"Earlier in the day, Russia's State Duma, the lower house of parliament, ratified the treaties on friendship, cooperation and mutual assistance with ""the Lugansk People's Republic (LPR)"" and ""the Donetsk People's Republic (DPR)"" during a plenary session.",positive,2022-02-23
VADER,"Putin inked the treaties on Monday, together with the heads of the LPR and DPR.",neutral,2022-02-23
VADER,The president also signed two decrees recognizing the LPR and the DPR as independent and sovereign states on Monday.,neutral,2022-02-23
VADER,Ukrainian President Volodymyr Zelensky said early Tuesday that Kiev has been urging the international community to hold emergency talks over Russia's decision on the status of Donetsk and Lugansk regions in eastern Ukraine.,negative,2022-02-23
VADER," U.S. President Joe Biden on Tuesday announced ""the first tranche"" of sanctions against Russia after Moscow deployed troops in the Lugansk and Donetsk regions.",neutral,2022-02-23
VADER,"Russian President Vladimir Putin on Monday signed two decrees, recognizing ""the Lugansk People's Republic"" and ""the Donetsk People's Republic"" as ""independent and sovereign"" states, and later ordered troops to enter the regions to conduct peacekeeping operations.",positive,2022-02-23
VADER,Lugansk and Donetsk declared independence following a vote during the height of armed conflict with Kiev in 2014.,negative,2022-02-23
VADER,Ukraine refused to recognize their self-proclaimed status.,negative,2022-02-23
VADER,"Calling Russia's move ""the beginning of a Russian invasion of Ukraine,"" Biden said in remarks delivered from the White House that his administration will impose sanctions on two Russian financial institutions - the VEB and the country's military bank -- as well as on Russia's sovereign debt and three individuals.",negative,2022-02-23
VADER,"He explained that the measure ""means we've cut off Russia's government from Western financing.",negative,2022-02-23
VADER,It can no longer raise money from the West and cannot trade in its new debt on our markets or European markets either.,negative,2022-02-23
VADER,"""Biden also mentioned the suspension of the Nord Stream 2 natural gas pipeline project between Russia and Germany, which Berlin announced earlier in the day.",positive,2022-02-23
VADER,"Additional sanctions will be followed if the situation escalates, he said.",neutral,2022-02-23
VADER,"The president also announced movements of U.S. troops to the three Baltic states of Estonia, Latvia and Lithuania, all of which are members of the North Atlantic Treaty Organization (NATO) and share borders with Russia.",positive,2022-02-23
VADER,"Biden said that the United States has ""no intention of fighting Russia"" but will ""abide by"" its commitments to NATO.Following Moscow's recognition of Lugansk and Donetsk, Biden signed an executive order on Monday banning Americans from doing businesses in the two regions.",positive,2022-02-23
VADER,"On Tuesday, U.S. Secretary of State Antony Blinken called off a meeting with Russian Foreign Minister Sergey Lavrov scheduled for Thursday.",neutral,2022-02-23
VADER,"During a joint press briefing at the State Department with Ukrainian Foreign Minister Dmytro Kuleba, Blinken said it makes little sense to hold a meeting with Lavrov following the Russian moves.",neutral,2022-02-23
VADER,"The secessionist DPP authority's so-called ""sympathy"" for Ukraine's situation is 'self-serving,' Ma Xiaoguang, spokesperson for the Taiwan Affairs Office of the State Council, commented on Wednesday.",positive,2022-02-23
VADER,"The DPP authority has been playing along the US and Western rhetoric and exploiting the Ukraine issue to maliciously hype the so-called ""military coercion"" from the Chinese mainland, behind which hides their evil intentions of ""internationalizing"" the Taiwan question and inciting ""anti-China"" sentiments on the island, Ma said.",negative,2022-02-23
